,WB6A,WB16,MT9,MT11,CM3,CM8,CP2,UN7,UN14N,VT9,MA1,AF10,AF11,SB2U,TA16,LS2
6_Congo_MICS6_5_21_3,31.0,,2.0,1.0,,2.0,2.0,8.0,2.0,2.0,3.0,1.0,1.0,4.0,,8.0
6_Congo_MICS6_5_21_4,31.0,,1.0,1.0,,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,,,9.0
6_Congo_MICS6_5_23_2,32.0,,2.0,1.0,,2.0,,,2.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_5_24_2,32.0,,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_5_25_5,40.0,,,1.0,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,10.0,8.0
6_Congo_MICS6_5_25_7,31.0,,1.0,1.0,,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,10.0,8.0
6_Congo_MICS6_5_26_1,31.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_5_26_3,31.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_5_27_1,31.0,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_5_29_2,40.0,1.0,2.0,1.0,0.0,1.0,,,3.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_5_30_5,31.0,,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,10.0,5.0
6_Congo_MICS6_5_30_6,20.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,8.0
6_Congo_MICS6_5_30_7,32.0,,2.0,1.0,,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_5_30_11,31.0,,2.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,4.0,,10.0
6_Congo_MICS6_6_1_1,,,,,,,,,,,,,,,,
6_Congo_MICS6_6_3_3,40.0,3.0,,1.0,,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,,10.0
6_Congo_MICS6_6_3_4,40.0,3.0,,1.0,,2.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_6_3_5,40.0,3.0,1.0,1.0,,2.0,2.0,8.0,1.0,1.0,3.0,1.0,1.0,3.0,10.0,8.0
6_Congo_MICS6_6_3_7,40.0,3.0,,1.0,,2.0,1.0,1.0,27.0,2.0,3.0,2.0,1.0,2.0,10.0,10.0
6_Congo_MICS6_6_3_9,31.0,3.0,2.0,2.0,,2.0,2.0,8.0,1.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_6_4_2,31.0,1.0,1.0,2.0,,2.0,,,9.0,2.0,2.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_6_5_2,20.0,,2.0,1.0,0.0,2.0,2.0,1.0,19.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_6_7_2,33.0,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,10.0,8.0
6_Congo_MICS6_6_7_3,32.0,,2.0,2.0,0.0,2.0,1.0,1.0,5.0,2.0,3.0,,,3.0,,10.0
6_Congo_MICS6_6_8_3,34.0,,2.0,1.0,,2.0,2.0,8.0,24.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_6_8_4,31.0,,2.0,1.0,,2.0,2.0,1.0,20.0,2.0,3.0,,,,,8.0
6_Congo_MICS6_6_9_1,31.0,,2.0,1.0,0.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,,6.0
6_Congo_MICS6_6_10_2,20.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_6_11_1,31.0,,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,,5.0
6_Congo_MICS6_6_11_2,31.0,,1.0,1.0,,2.0,2.0,8.0,19.0,2.0,3.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_6_11_3,31.0,2.0,2.0,1.0,,2.0,2.0,8.0,2.0,2.0,3.0,2.0,1.0,3.0,,5.0
6_Congo_MICS6_6_11_7,32.0,,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_6_12_1,31.0,,2.0,1.0,4.0,2.0,2.0,3.0,11.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_6_12_4,32.0,,2.0,2.0,,2.0,2.0,8.0,11.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_6_13_2,40.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_6_13_3,31.0,1.0,2.0,2.0,,2.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_6_14_2,32.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,10.0,2.0
6_Congo_MICS6_6_14_6,34.0,,2.0,2.0,,2.0,2.0,3.0,5.0,2.0,3.0,,,,10.0,1.0
6_Congo_MICS6_6_15_2,20.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_6_15_7,31.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_6_16_1,33.0,,2.0,2.0,1.0,2.0,2.0,8.0,10.0,2.0,3.0,1.0,1.0,4.0,10.0,2.0
6_Congo_MICS6_6_16_7,32.0,,2.0,2.0,,2.0,1.0,1.0,8.0,2.0,3.0,1.0,1.0,3.0,10.0,0.0
6_Congo_MICS6_6_16_15,10.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,10.0,3.0
6_Congo_MICS6_6_17_2,20.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,9.0,2.0,1.0,1.0,1.0,4.0,,3.0
6_Congo_MICS6_6_17_3,32.0,3.0,2.0,2.0,,2.0,2.0,1.0,20.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_6_18_1,20.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_6_19_2,,,,,,,,,,,,,,,,
6_Congo_MICS6_6_19_3,,,,,,,,,,,,,,,,
6_Congo_MICS6_6_20_3,20.0,,2.0,1.0,0.0,2.0,2.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_6_20_4,10.0,,2.0,1.0,2.0,2.0,2.0,2.0,94.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_6_20_5,34.0,,2.0,2.0,0.0,2.0,2.0,1.0,6.0,2.0,3.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_6_21_2,,,,,,,,,,,,,,,,
6_Congo_MICS6_6_21_4,31.0,,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,,8.0
6_Congo_MICS6_6_22_2,20.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_6_23_2,32.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,,,2.0
6_Congo_MICS6_6_25_4,20.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_6_25_5,20.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,29.0,2.0,1.0,1.0,1.0,4.0,,6.0
6_Congo_MICS6_6_25_6,34.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,8.0,2.0,3.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_6_26_2,31.0,,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,10.0,8.0
6_Congo_MICS6_6_27_2,31.0,1.0,2.0,1.0,3.0,1.0,,,8.0,2.0,1.0,1.0,1.0,2.0,10.0,7.0
6_Congo_MICS6_6_28_1,32.0,,2.0,1.0,2.0,2.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,1.0,10.0,6.0
6_Congo_MICS6_6_28_4,32.0,,2.0,2.0,,2.0,2.0,8.0,2.0,2.0,3.0,,,4.0,,1.0
6_Congo_MICS6_6_30_2,32.0,,2.0,1.0,1.0,2.0,2.0,8.0,94.0,2.0,2.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_7_1_2,31.0,1.0,2.0,1.0,2.0,2.0,1.0,8.0,10.0,2.0,1.0,1.0,1.0,2.0,,8.0
6_Congo_MICS6_7_1_3,31.0,1.0,2.0,1.0,0.0,2.0,2.0,8.0,13.0,2.0,2.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_7_1_4,31.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,,9.0
6_Congo_MICS6_7_2_2,31.0,,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_7_2_4,31.0,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_7_3_2,31.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0
6_Congo_MICS6_7_3_8,31.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_7_3_9,20.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,,4.0
6_Congo_MICS6_7_3_10,31.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_7_3_11,31.0,3.0,2.0,2.0,0.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_7_4_2,,,2.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,,8.0
6_Congo_MICS6_7_5_2,32.0,,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0
6_Congo_MICS6_7_6_2,31.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,,10.0
6_Congo_MICS6_7_6_3,31.0,3.0,,2.0,,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_7_8_1,31.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,15.0,2.0,3.0,2.0,1.0,4.0,,5.0
6_Congo_MICS6_7_8_2,32.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,,9.0
6_Congo_MICS6_7_8_4,20.0,,2.0,2.0,1.0,2.0,1.0,1.0,15.0,2.0,2.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_7_9_2,,3.0,2.0,2.0,0.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_7_10_1,20.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_7_10_2,31.0,,2.0,2.0,0.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_7_10_4,32.0,,1.0,1.0,,2.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_7_11_2,31.0,,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,3.0
6_Congo_MICS6_7_11_6,31.0,,2.0,1.0,,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_7_12_2,10.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,16.0,2.0,1.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_7_12_3,20.0,1.0,2.0,2.0,1.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_7_13_2,10.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,3.0
6_Congo_MICS6_7_13_3,31.0,,2.0,2.0,0.0,2.0,2.0,1.0,17.0,2.0,3.0,1.0,1.0,4.0,,2.0
6_Congo_MICS6_7_13_4,10.0,,2.0,1.0,,2.0,1.0,1.0,20.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_7_13_5,20.0,,2.0,2.0,,2.0,2.0,8.0,21.0,2.0,3.0,1.0,1.0,,,9.0
6_Congo_MICS6_7_14_2,32.0,,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,7.0
6_Congo_MICS6_7_14_4,32.0,,2.0,2.0,,2.0,2.0,1.0,25.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_7_14_5,31.0,3.0,2.0,2.0,,2.0,2.0,1.0,21.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_7_15_2,31.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_7_16_2,20.0,,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_7_17_2,32.0,,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,10.0
6_Congo_MICS6_7_18_2,31.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_7_18_3,31.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,10.0
6_Congo_MICS6_7_20_2,31.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,10.0,7.0
6_Congo_MICS6_7_21_2,31.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,9.0
6_Congo_MICS6_7_21_6,32.0,1.0,2.0,2.0,,2.0,2.0,8.0,1.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_7_23_2,32.0,,1.0,1.0,0.0,2.0,1.0,1.0,9.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_7_23_6,31.0,,2.0,1.0,,2.0,2.0,1.0,18.0,2.0,3.0,1.0,1.0,3.0,,9.0
6_Congo_MICS6_7_23_7,32.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_7_24_2,20.0,1.0,2.0,2.0,,2.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,3.0,,8.0
6_Congo_MICS6_7_24_3,31.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_7_24_4,10.0,1.0,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,2.0,,,3.0,,7.0
6_Congo_MICS6_7_24_9,33.0,1.0,2.0,2.0,,2.0,,,3.0,2.0,1.0,1.0,1.0,3.0,,9.0
6_Congo_MICS6_7_25_2,31.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,2.0,1.0,3.0,1.0,3.0,,0.0
6_Congo_MICS6_7_25_3,40.0,1.0,,1.0,,2.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,,10.0
6_Congo_MICS6_7_25_6,33.0,1.0,2.0,2.0,,2.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,,,8.0
6_Congo_MICS6_7_25_7,20.0,1.0,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,,,6.0
6_Congo_MICS6_7_26_2,31.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,,9.0
6_Congo_MICS6_7_26_5,32.0,,2.0,2.0,,2.0,2.0,1.0,9.0,2.0,3.0,1.0,1.0,4.0,,10.0
6_Congo_MICS6_7_27_2,10.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_7_28_1,31.0,,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,,10.0
6_Congo_MICS6_7_28_2,40.0,,1.0,1.0,,2.0,2.0,1.0,11.0,2.0,3.0,1.0,1.0,,,10.0
6_Congo_MICS6_7_29_2,31.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,9.0
6_Congo_MICS6_7_30_2,31.0,,2.0,1.0,2.0,1.0,,,2.0,2.0,1.0,1.0,1.0,1.0,10.0,0.0
6_Congo_MICS6_7_30_9,31.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11.0,2.0,1.0,1.0,1.0,3.0,,9.0
6_Congo_MICS6_8_1_3,31.0,1.0,2.0,1.0,1.0,2.0,,,11.0,2.0,2.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_8_1_4,40.0,1.0,1.0,1.0,,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_8_2_2,31.0,,2.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_8_2_5,31.0,,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_8_2_6,31.0,,2.0,1.0,0.0,2.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,10.0,4.0
6_Congo_MICS6_8_3_4,31.0,,2.0,2.0,,2.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,,,7.0
6_Congo_MICS6_8_5_2,31.0,,2.0,2.0,0.0,2.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,,4.0
6_Congo_MICS6_8_6_2,10.0,1.0,2.0,1.0,1.0,2.0,,,12.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_8_7_1,31.0,3.0,2.0,1.0,2.0,1.0,,,4.0,2.0,2.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_8_8_2,31.0,,2.0,2.0,2.0,2.0,1.0,8.0,10.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_8_8_3,31.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,5.0
6_Congo_MICS6_8_8_7,31.0,,2.0,2.0,,2.0,2.0,1.0,14.0,2.0,2.0,1.0,1.0,4.0,,3.0
6_Congo_MICS6_8_9_2,31.0,1.0,2.0,1.0,,2.0,,,7.0,1.0,2.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_8_9_3,,1.0,2.0,2.0,,2.0,2.0,1.0,8.0,8.0,2.0,1.0,1.0,3.0,10.0,3.0
6_Congo_MICS6_8_10_2,31.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,3.0,,3.0
6_Congo_MICS6_8_10_9,31.0,3.0,2.0,2.0,,2.0,,,3.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_8_11_3,10.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_8_12_2,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,10.0,6.0
6_Congo_MICS6_8_13_1,31.0,1.0,2.0,2.0,1.0,1.0,,,26.0,2.0,3.0,1.0,1.0,4.0,,5.0
6_Congo_MICS6_8_13_2,10.0,1.0,2.0,1.0,,2.0,1.0,1.0,14.0,2.0,2.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_8_14_2,31.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_8_14_10,31.0,,2.0,2.0,1.0,1.0,2.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_8_15_2,31.0,3.0,2.0,1.0,3.0,2.0,,,9.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_8_15_3,10.0,3.0,1.0,1.0,,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,,8.0
6_Congo_MICS6_8_15_5,31.0,1.0,1.0,2.0,,2.0,2.0,1.0,3.0,2.0,3.0,,,3.0,,7.0
6_Congo_MICS6_8_16_2,31.0,3.0,2.0,2.0,0.0,2.0,,,4.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_8_16_4,31.0,3.0,2.0,1.0,,2.0,1.0,1.0,10.0,2.0,2.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_8_16_5,31.0,3.0,2.0,1.0,,2.0,,,2.0,2.0,2.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_8_17_3,20.0,,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,,6.0
6_Congo_MICS6_8_17_7,32.0,,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_8_18_2,10.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_8_18_3,20.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,,,9.0
6_Congo_MICS6_8_19_3,32.0,,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_8_20_1,10.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_8_20_3,20.0,3.0,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,3.0,,,,,8.0
6_Congo_MICS6_8_22_2,31.0,,2.0,1.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,,7.0
6_Congo_MICS6_8_23_2,31.0,1.0,2.0,1.0,1.0,2.0,,,7.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_8_23_3,31.0,1.0,2.0,1.0,,2.0,2.0,1.0,10.0,2.0,3.0,,,3.0,,7.0
6_Congo_MICS6_8_24_3,31.0,1.0,2.0,2.0,3.0,1.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,3.0,,3.0
6_Congo_MICS6_8_24_4,31.0,,2.0,2.0,0.0,2.0,1.0,2.0,12.0,2.0,2.0,2.0,2.0,3.0,,5.0
6_Congo_MICS6_8_25_3,20.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_8_25_7,10.0,,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,3.0,,8.0
6_Congo_MICS6_8_26_2,31.0,3.0,2.0,1.0,1.0,1.0,,,7.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_8_26_3,20.0,3.0,2.0,2.0,,2.0,2.0,8.0,3.0,2.0,2.0,,,,,7.0
6_Congo_MICS6_8_26_7,10.0,3.0,2.0,2.0,,2.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,3.0,,7.0
6_Congo_MICS6_8_27_3,10.0,1.0,2.0,2.0,2.0,2.0,,,14.0,2.0,1.0,1.0,1.0,2.0,,5.0
6_Congo_MICS6_8_28_2,31.0,1.0,2.0,1.0,0.0,2.0,,,6.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_8_29_1,20.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,24.0,2.0,3.0,1.0,1.0,4.0,,7.0
6_Congo_MICS6_8_29_2,32.0,1.0,2.0,2.0,,2.0,2.0,8.0,4.0,2.0,3.0,1.0,1.0,,,7.0
6_Congo_MICS6_8_30_1,32.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,5.0
6_Congo_MICS6_9_1_2,31.0,,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,10.0,10.0
6_Congo_MICS6_9_5_2,31.0,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,10.0,5.0
6_Congo_MICS6_9_5_3,20.0,,2.0,2.0,0.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,1.0,3.0,,10.0
6_Congo_MICS6_9_6_2,32.0,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,,5.0
6_Congo_MICS6_9_6_3,32.0,,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,3.0,,,,,7.0
6_Congo_MICS6_9_7_2,33.0,6.0,2.0,2.0,,2.0,2.0,2.0,,1.0,3.0,,,,,5.0
6_Congo_MICS6_9_8_5,31.0,,2.0,1.0,,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,,,5.0
6_Congo_MICS6_9_9_3,40.0,,1.0,1.0,1.0,2.0,1.0,1.0,10.0,2.0,3.0,1.0,1.0,4.0,,4.0
6_Congo_MICS6_9_9_4,31.0,,1.0,2.0,,2.0,2.0,8.0,2.0,2.0,3.0,1.0,1.0,,,10.0
6_Congo_MICS6_9_10_2,31.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_9_10_3,40.0,,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,8.0
6_Congo_MICS6_9_10_4,40.0,,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,,7.0
6_Congo_MICS6_9_10_5,33.0,,1.0,2.0,,2.0,2.0,1.0,,2.0,3.0,,,,,7.0
6_Congo_MICS6_9_11_2,33.0,,2.0,1.0,1.0,2.0,,,5.0,2.0,1.0,1.0,1.0,1.0,,7.0
6_Congo_MICS6_9_12_3,31.0,,2.0,2.0,1.0,2.0,1.0,2.0,11.0,1.0,2.0,1.0,1.0,1.0,,6.0
6_Congo_MICS6_9_13_2,33.0,,2.0,2.0,1.0,2.0,2.0,2.0,10.0,2.0,1.0,1.0,1.0,3.0,,6.0
6_Congo_MICS6_9_13_4,33.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,,5.0
6_Congo_MICS6_9_14_3,20.0,1.0,2.0,2.0,,2.0,2.0,2.0,3.0,2.0,3.0,,,4.0,,5.0
6_Congo_MICS6_9_14_5,20.0,3.0,2.0,2.0,,2.0,2.0,1.0,,2.0,3.0,,,,,5.0
6_Congo_MICS6_9_14_10,20.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,,,,,8.0
